docketId,caseId,dateDecision,decisionType,term,naturalCourt,chief,docket,issue,issueArea,decisionDirection,declarationUncon,caseDisposition,partyWinning,Reversal,majVotes,minVotes,voteAFortas,directionAFortas,majorityAFortas,voteAJGoldberg,directionAJGoldberg,majorityAJGoldberg,voteAMKennedy,directionAMKennedy,majorityAMKennedy,voteAScalia,directionAScalia,majorityAScalia,voteBRWhite,directionBRWhite,majorityBRWhite,voteCEWhittaker,directionCEWhittaker,majorityCEWhittaker,voteCThomas,directionCThomas,majorityCThomas,voteDHSouter,directionDHSouter,majorityDHSouter,voteEKagan,directionEKagan,majorityEKagan,voteEWarren,directionEWarren,majorityEWarren,voteFFrankfurter,directionFFrankfurter,majorityFFrankfurter,voteFMVinson,directionFMVinson,majorityFMVinson,voteFMurphy,directionFMurphy,majorityFMurphy,voteHABlackmun,directionHABlackmun,majorityHABlackmun,voteHHBurton,directionHHBurton,majorityHHBurton,voteHLBlack,directionHLBlack,majorityHLBlack,voteJGRoberts,directionJGRoberts,majorityJGRoberts,voteJHarlan2,directionJHarlan2,majorityJHarlan2,voteJPStevens,directionJPStevens,majorityJPStevens,voteLFPowell,directionLFPowell,majorityLFPowell,voteNMGorsuch,directionNMGorsuch,majorityNMGorsuch,votePStewart,directionPStewart,majorityPStewart,voteRBGinsburg,directionRBGinsburg,majorityRBGinsburg,voteRHJackson,directionRHJackson,majorityRHJackson,voteSAAlito,directionSAAlito,majoritySAAlito,voteSDOConnor,directionSDOConnor,majoritySDOConnor,voteSFReed,directionSFReed,majoritySFReed,voteSGBreyer,directionSGBreyer,majoritySGBreyer,voteSMinton,directionSMinton,majoritySMinton,voteSSotomayor,directionSSotomayor,majoritySSotomayor,voteTCClark,directionTCClark,majorityTCClark,voteTMarshall,directionTMarshall,majorityTMarshall,voteWBRutledge,directionWBRutledge,majorityWBRutledge,voteWEBurger,directionWEBurger,majorityWEBurger,voteWHRehnquist,directionWHRehnquist,majorityWHRehnquist,voteWJBrennan,directionWJBrennan,majorityWJBrennan,voteWODouglas,directionWODouglas,majorityWODouglas
1976-160-01,1976-160,1977-Jun-21,1,1976,1506,Burger,76-607,80050,8,1,1,5,1,1,9,0,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,4,1,1,1,1,1,1,1,1,,,
1976-160-02,1976-160,1977-Jun-21,1,1976,1506,Burger,76-659,80050,8,1,1,5,1,1,9,0,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,4,1,1,1,1,1,1,1,1,,,
1976-160-03,1976-160,1977-Jun-21,1,1976,1506,Burger,76-700,80050,8,1,1,5,1,1,9,0,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,4,1,1,1,1,1,1,1,1,,,
1976-160-04,1976-160,1977-Jun-21,1,1976,1506,Burger,76-722,80050,8,1,1,5,1,1,9,0,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,4,1,1,1,1,1,1,1,1,,,
1976-161-01,1976-161,1977-Jun-23,1,1976,1506,Burger,76-15,80010,8,1,1,2,0,0,6,2,,,,,,,,,,,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,1,1,1,,,,2,0,0,,,
1976-162-01,1976-162,1977-Jun-23,1,1976,1506,Burger,75-1578,10020,1,1,1,4,1,1,7,2,,,,,,,,,,,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,3,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,3,1,1,1,1,1,2,0,0,,,
1976-163-01,1976-163,1977-Jun-23,1,1976,1506,Burger,75-1874,30010,3,1,1,3,1,1,7,2,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,4,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,3,1,1,1,1,1,2,0,0,,,
1976-164-01,1976-164,1977-Jun-23,1,1976,1506,Burger,75-1771,120010,12,2,1,4,1,1,8,0,,,,,,,,,,,,,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,4,0,1,1,0,1,1,0,1,,,
1976-165-01,1976-165,1977-Jun-23,1,1976,1506,Burger,76-423,20160,2,1,1,5,1,1,7,2,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,,,1,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,1,1,1,1,1,1,2,0,0,,,
1976-166-01,1976-166,1977-Jun-24,1,1976,1506,Burger,75-1812,40060,4,2,3,3,1,1,7,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,4,0,1,3,0,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,,,,2,1,0,,,
1976-167-01,1976-167,1977-Jun-24,1,1976,1506,Burger,76-496,30180,3,1,3,6,1,1,7,2,,,,,,,,,,,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,4,1,1,4,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,4,1,1,4,1,1,2,0,0,,,
1976-171-01,1976-171,1977-Jun-27,1,1976,1506,Burger,76-447,20050,2,2,1,2,0,0,9,0,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,4,0,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,,,,1,0,1,1,0,1,1,0,1,,,
1976-172-01,1976-172,1977-Jun-27,1,1976,1506,Burger,76-255,20060,2,1,1,5,1,1,8,1,,,,,,,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,2,0,0,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,1,1,1,3,1,1,,,
1976-173-01,1976-173,1977-Jun-27,1,1976,1506,Burger,76-422,20140,2,1,1,7,1,1,7,2,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,,,1,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,3,1,1,3,1,1,2,0,0,,,
1976-174-01,1976-174,1977-Jun-27,1,1976,1506,Burger,76-316,60020,6,2,3,6,1,1,5,4,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,2,1,0,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,2,1,0,2,1,0,1,0,1,,,
1976-175-01,1976-175,1977-Jun-27,1,1976,1506,Burger,76-539,20050,2,1,1,5,1,1,8,0,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,3,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,4,1,1,,,
1976-176-01,1976-176,1977-Jun-28,1,1976,1506,Burger,75-1605,30040,3,2,1,2,0,0,7,2,,,,,,,,,,,,,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,,,,,,,,,,,,,3,0,1,4,0,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,2,1,0,2,1,0,1,0,1,,,
1976-177-01,1976-177,1977-Jun-28,1,1976,1506,Burger,76-577,30040,3,1,1,3,1,1,5,4,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,2,0,0,2,0,0,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,1,1,1,1,1,1,2,0,0,,,
1976-178-01,1976-178,1977-Jun-29,7,1976,1506,Burger,75-5444,10130,1,2,3,4,1,1,7,2,,,,,,,,,,,,,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,4,0,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,,,,2,1,0,2,1,0,4,0,1,,,
1976-179-01,1976-179,1977-Jun-29,7,1976,1506,Burger,76-156,80010,8,1,1,4,1,1,5,4,,,,,,,,,,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,,,,,,,,,,,,2,0,0,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,4,1,1,5,1,1,2,0,0,,,
1976-180-01,1976-180,1977-Jun-29,2,1976,1506,Burger,76-705,20050,2,1,1,5,1,1,6,2,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,7,,,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,1,1,1,1,1,1,2,0,0,,,
1976-181-01,1976-181,1977-Jun-29,2,1976,1506,Burger,76-809,20050,2,1,1,5,1,1,6,3,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,2,0,0,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,1,1,1,1,1,1,2,0,0,,,
1976-182-01,1976-182,1977-Jun-29,2,1976,1506,Burger,76-1206,10170,1,2,1,5,0,0,6,2,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,7,,,1,0,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,2,1,0,2,1,0,1,0,1,,,
1976-183-01,1976-183,1977-Jun-29,2,1976,1506,Burger,76-5663,10170,1,2,1,3,1,1,9,0,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,1,0,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,,,,1,0,1,1,0,1,3,0,1,,,
1977-001-01,1977-001,1977-Oct-03,4,1977,1506,Burger,64 ORIG,110010,11,3,1,,1,1,9,0,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,1,1,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,1,1,,1,1,,1,,,
1977-002-01,1977-002,1977-Oct-11,2,1977,1506,Burger,76-1418,80150,8,1,1,5,1,1,8,0,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,1,1,1,1,1,1,1,1,1,,,
1977-003-01,1977-003,1977-Oct-11,2,1977,1506,Burger,76-1526,80110,8,2,1,9,0,0,8,0,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,1,0,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,7,,,1,0,1,,,
1977-004-01,1977-004,1977-Oct-31,2,1977,1506,Burger,76-1640,100120,10,2,1,4,1,1,7,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,1,0,1,1,0,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,2,1,0,1,0,1,,,
1977-005-01,1977-005,1977-Nov-07,2,1977,1506,Burger,76-6194,10170,1,2,1,5,1,1,6,3,,,,,,,,,,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,1,0,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,2,1,0,2,1,0,1,0,1,,,
1977-006-01,1977-006,1977-Nov-08,1,1977,1506,Burger,76-398,90140,9,2,1,2,0,0,9,0,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,1,0,1,,,,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,1,0,1,1,0,1,,,
1977-007-01,1977-007,1977-Nov-08,1,1977,1506,Burger,76-860,20180,2,1,1,3,1,1,9,0,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,1,1,1,1,1,1,,,
1977-008-01,1977-008,1977-Nov-14,1,1977,1506,Burger,76-1057,90350,9,1,1,9,0,0,5,4,,,,,,,,,,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,,,,,1,1,1,2,0,0,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,2,0,0,1,1,1,1,1,1,,,
1977-009-01,1977-009,1977-Nov-29,1,1977,1506,Burger,76-1095,120020,12,2,1,3,1,1,7,2,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,,,,,,,,,,,1,0,1,1,0,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,2,1,0,1,0,1,1,0,1,,,
1977-010-01,1977-010,1977-Nov-29,5,1977,1506,Burger,76-678,,,2,1,2,0,0,4,4,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,8,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,8,,,8,,,8,,,,,
1977-011-01,1977-011,1977-Dec-05,2,1977,1506,Burger,76-1291,20180,2,1,1,3,1,1,6,3,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,,,2,0,0,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,1,1,1,1,1,1,2,0,0,,,
1977-012-01,1977-012,1977-Dec-05,2,1977,1506,Burger,76-1830,10060,1,1,1,4,1,1,6,3,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,2,0,0,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,1,1,1,1,1,1,2,0,0,,,
1977-013-01,1977-013,1977-Dec-06,1,1977,1506,Burger,76-616,30180,3,2,3,4,1,1,6,3,,,,,,,,,,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,1,0,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,2,1,0,2,1,0,1,0,1,,,
1977-014-01,1977-014,1977-Dec-06,1,1977,1506,Burger,75-536,20140,2,2,1,7,1,1,9,0,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,4,0,1,4,0,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,,,,1,0,1,1,0,1,4,0,1,,,
1977-015-01,1977-015,1977-Dec-06,6,1977,1506,Burger,75-1069,20140,2,2,1,5,1,1,9,0,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,1,0,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,1,0,1,1,0,1,,,
1977-016-01,1977-016,1977-Dec-07,1,1977,1506,Burger,76-835,10050,1,1,1,3,1,1,5,4,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,2,0,0,1,1,1,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,1,1,1,1,1,1,2,0,0,,,
1977-017-01,1977-017,1977-Dec-12,1,1977,1506,Burger,76-906,20060,2,1,1,4,1,1,7,2,,,,,,,,,,,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,1,1,1,1,1,1,2,0,0,,,
1977-018-01,1977-018,1977-Dec-12,1,1977,1506,Burger,76-5344,10150,1,2,1,4,1,1,8,0,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,3,0,1,1,0,1,,,
1977-019-01,1977-019,1978-Jan-09,2,1977,1506,Burger,77-267,90320,9,1,1,3,1,1,9,0,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,1,1,1,1,1,1,,,
1977-020-01,1977-020,1978-Jan-09,2,1977,1506,Burger,77-308,90180,9,2,1,5,1,1,7,2,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,2,1,0,1,0,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,2,1,0,1,0,1,,,
1977-020-02,1977-020,1978-Jan-09,2,1977,1506,Burger,,90180,9,2,1,5,1,1,7,2,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,2,1,0,1,0,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,2,1,0,1,0,1,,,
1977-020-03,1977-020,1978-Jan-09,2,1977,1506,Burger,,90180,9,2,1,5,1,1,7,2,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,2,1,0,1,0,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,2,1,0,1,0,1,,,
1977-020-04,1977-020,1978-Jan-09,2,1977,1506,Burger,,90180,9,2,1,5,1,1,7,2,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,2,1,0,1,0,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,2,1,0,1,0,1,,,
1977-020-05,1977-020,1978-Jan-09,2,1977,1506,Burger,,90180,9,2,1,5,1,1,7,2,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,2,1,0,1,0,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,2,1,0,1,0,1,,,
1977-021-01,1977-021,1978-Jan-10,1,1977,1506,Burger,76-6372,20130,2,1,1,2,0,0,9,0,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,1,1,1,1,1,1,,,
1977-022-01,1977-022,1978-Jan-10,1,1977,1506,Burger,76-5325,90110,9,2,1,3,1,1,9,0,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,,,,,,,,,,,,,1,0,1,1,0,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,3,0,1,1,0,1,,,
1977-023-01,1977-023,1978-Jan-10,1,1977,1506,Burger,76-911,80130,8,1,1,3,1,1,5,4,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,,,,,2,0,0,3,1,1,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,1,1,1,2,0,0,,,
1977-024-01,1977-024,1978-Jan-11,1,1977,1506,Burger,76-749,80010,8,2,1,2,0,0,5,3,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,2,1,0,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,2,1,0,2,1,0,1,0,1,,,
1977-025-01,1977-025,1978-Jan-16,2,1977,1506,Burger,76-6799,10020,1,2,1,4,1,1,9,0,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,,,,,,,,,,,,,1,0,1,1,0,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,4,0,1,4,0,1,1,0,1,,,
1977-026-01,1977-026,1978-Jan-17,1,1977,1506,Burger,76-719,70140,7,1,1,3,1,1,6,3,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,,,,,2,0,0,1,1,1,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,1,1,1,1,1,1,,,
1977-027-01,1977-027,1978-Jan-17,5,1977,1506,Burger,76-1171,80110,8,2,4,2,0,0,4,4,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,8,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,8,,,8,,,8,,,,,
1977-028-01,1977-028,1978-Jan-18,1,1977,1506,Burger,76-1334,10030,1,1,1,3,1,1,5,4,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,,,,,1,1,1,2,0,0,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,1,1,1,1,1,1,2,0,0,,,
1977-029-01,1977-029,1978-Jan-18,1,1977,1506,Burger,76-879,20180,2,2,3,2,0,0,8,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,4,0,1,4,0,1,,,,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,3,0,1,2,1,0,1,0,1,,,
1977-030-01,1977-030,1978-Jan-23,1,1977,1506,Burger,76-1383,60010,6,1,1,2,0,0,8,0,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,1,1,1,1,1,1,,,
1977-031-01,1977-031,1978-Jan-23,2,1977,1506,Burger,76-156,90420,9,2,1,9,0,0,9,0,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,1,0,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,1,0,1,1,0,1,,,
1977-032-01,1977-032,1978-Feb-21,1,1977,1506,Burger,76-558,80110,8,2,3,4,1,1,8,0,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,3,0,1,3,0,1,3,0,1,,,
1977-033-01,1977-033,1978-Feb-21,1,1977,1506,Burger,76-635,100110,10,1,1,2,0,0,7,2,,,,,,,,,,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,,,,,,1,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,1,1,1,1,1,1,,,
1977-034-01,1977-034,1978-Feb-21,1,1977,1506,Burger,76-1168,10170,1,1,1,3,1,1,6,3,,,,,,,,,,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,,,,,,,,,,,,1,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,1,1,1,1,1,1,2,0,0,,,
1977-035-01,1977-035,1978-Feb-22,1,1977,1506,Burger,76-1137,120010,12,2,1,2,0,0,7,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,2,1,0,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,1,0,1,1,0,1,,,
1977-036-01,1977-036,1978-Feb-22,1,1977,1506,Burger,76-5935,20170,2,1,1,2,0,0,8,0,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,1,1,1,1,1,1,,,
1977-037-01,1977-037,1978-Feb-22,1,1977,1506,Burger,76-446,20400,2,1,1,3,1,1,7,2,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,2,0,0,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,2,0,0,1,1,1,1,1,1,,,
1977-038-01,1977-038,1978-Feb-22,1,1977,1506,Burger,76-1346,10580,1,2,1,2,0,0,8,0,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,1,0,1,1,0,1,,,
1977-039-01,1977-039,1978-Feb-22,1,1977,1506,Burger,76-1476,80070,8,1,1,3,1,1,6,2,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,1,1,1,2,0,0,,,
