docketId,caseId,dateDecision,decisionType,term,naturalCourt,chief,docket,issue,issueArea,decisionDirection,declarationUncon,caseDisposition,partyWinning,Reversal,majVotes,minVotes,voteAFortas,directionAFortas,majorityAFortas,voteAJGoldberg,directionAJGoldberg,majorityAJGoldberg,voteAMKennedy,directionAMKennedy,majorityAMKennedy,voteAScalia,directionAScalia,majorityAScalia,voteBRWhite,directionBRWhite,majorityBRWhite,voteCEWhittaker,directionCEWhittaker,majorityCEWhittaker,voteCThomas,directionCThomas,majorityCThomas,voteDHSouter,directionDHSouter,majorityDHSouter,voteEKagan,directionEKagan,majorityEKagan,voteEWarren,directionEWarren,majorityEWarren,voteFFrankfurter,directionFFrankfurter,majorityFFrankfurter,voteFMVinson,directionFMVinson,majorityFMVinson,voteFMurphy,directionFMurphy,majorityFMurphy,voteHABlackmun,directionHABlackmun,majorityHABlackmun,voteHHBurton,directionHHBurton,majorityHHBurton,voteHLBlack,directionHLBlack,majorityHLBlack,voteJGRoberts,directionJGRoberts,majorityJGRoberts,voteJHarlan2,directionJHarlan2,majorityJHarlan2,voteJPStevens,directionJPStevens,majorityJPStevens,voteLFPowell,directionLFPowell,majorityLFPowell,voteNMGorsuch,directionNMGorsuch,majorityNMGorsuch,votePStewart,directionPStewart,majorityPStewart,voteRBGinsburg,directionRBGinsburg,majorityRBGinsburg,voteRHJackson,directionRHJackson,majorityRHJackson,voteSAAlito,directionSAAlito,majoritySAAlito,voteSDOConnor,directionSDOConnor,majoritySDOConnor,voteSFReed,directionSFReed,majoritySFReed,voteSGBreyer,directionSGBreyer,majoritySGBreyer,voteSMinton,directionSMinton,majoritySMinton,voteSSotomayor,directionSSotomayor,majoritySSotomayor,voteTCClark,directionTCClark,majorityTCClark,voteTMarshall,directionTMarshall,majorityTMarshall,voteWBRutledge,directionWBRutledge,majorityWBRutledge,voteWEBurger,directionWEBurger,majorityWEBurger,voteWHRehnquist,directionWHRehnquist,majorityWHRehnquist,voteWJBrennan,directionWJBrennan,majorityWJBrennan,voteWODouglas,directionWODouglas,majorityWODouglas
1967-040-01,1967-040,1967-Dec-11,2,1967,1410,Warren,384,10080,1,2,1,5,1,1,9,0,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,1,0,1,1,0,1
1967-041-01,1967-041,1967-Dec-11,2,1967,1410,Warren,353,90340,9,1,1,9,0,0,8,0,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,7,,,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,1,1,1,1,1
1967-042-01,1967-042,1967-Dec-18,1,1967,1410,Warren,104,80120,8,2,1,3,1,1,8,0,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1
1967-043-01,1967-043,1967-Dec-18,1,1967,1410,Warren,35,10050,1,2,1,3,1,1,7,1,1,0,1,,,,,,,,,,3,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,2,1,0,,,,3,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,3,0,1
1967-044-01,1967-044,1967-Dec-18,1,1967,1410,Warren,49,70080,7,2,1,5,1,1,8,0,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,4,0,1,,,,,,,,,,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1
1967-045-01,1967-045,1967-Dec-18,1,1967,1410,Warren,66,80010,8,2,1,4,1,1,8,1,1,0,1,,,,,,,,,,4,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,2,1,0,,,,,,,,,,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,1,0,1,4,0,1
1967-046-01,1967-046,1967-Dec-18,2,1967,1410,Warren,678,10010,1,2,1,4,1,1,9,0,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,1,0,1,1,0,1
1967-047-01,1967-047,1967-Dec-18,2,1967,1410,Warren,694,90120,9,1,1,4,1,1,8,0,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1
1967-047-02,1967-047,1967-Dec-18,2,1967,1410,Warren,707,90120,9,1,1,4,1,1,8,0,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1
1967-048-01,1967-048,1967-Dec-18,2,1967,1410,Warren,14 M,10010,1,2,1,3,1,1,9,0,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,4,0,1,,,,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,1,0,1,1,0,1
1967-049-01,1967-049,1967-Dec-18,2,1967,1410,Warren,629 M,20400,2,2,1,4,1,1,8,1,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,2,1,0,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,1,0,1,1,0,1
1967-050-01,1967-050,1967-Dec-16,2,1967,1410,Warren,691,20090,2,2,3,2,0,0,8,0,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,7,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,1,0,1,1,0,1
1967-051-01,1967-051,1968-Jan-15,1,1967,1410,Warren,21,100130,10,2,3,3,1,1,7,1,1,0,1,,,,,,,,,,2,1,0,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,4,0,1,,,,,,,,,,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,1,0,1
1967-052-01,1967-052,1968-Jan-15,1,1967,1410,Warren,57,70060,7,1,1,4,1,1,8,0,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1
1967-053-01,1967-053,1968-Jan-15,1,1967,1410,Warren,58,70060,7,1,1,4,1,1,8,0,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1
1967-054-01,1967-054,1968-Jan-15,1,1967,1410,Warren,433,80020,8,1,1,5,1,1,7,1,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0
1967-054-02,1967-054,1968-Jan-15,1,1967,1410,Warren,778,80020,8,1,1,2,0,0,7,1,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0
1967-054-03,1967-054,1968-Jan-15,1,1967,1410,Warren,779,80020,8,1,1,2,0,0,7,1,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0
1967-054-04,1967-054,1968-Jan-15,1,1967,1410,Warren,663 M,80020,8,1,1,9,0,0,7,1,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0
1967-054-05,1967-054,1968-Jan-15,1,1967,1410,Warren,831,80020,8,1,1,2,0,0,7,1,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0
1967-054-06,1967-054,1968-Jan-15,1,1967,1410,Warren,832,80020,8,1,1,2,0,0,7,1,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0
1967-054-07,1967-054,1968-Jan-15,1,1967,1410,Warren,833,80020,8,1,1,2,0,0,7,1,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0
1967-054-08,1967-054,1968-Jan-15,1,1967,1410,Warren,834,80020,8,1,1,2,0,0,7,1,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0
1967-054-09,1967-054,1968-Jan-15,1,1967,1410,Warren,835,80020,8,1,1,2,0,0,7,1,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0
1967-054-10,1967-054,1968-Jan-15,1,1967,1410,Warren,664 M,80020,8,1,1,9,0,0,7,1,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0
1967-054-11,1967-054,1968-Jan-15,1,1967,1410,Warren,830,80020,8,1,1,2,0,0,7,1,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0
1967-054-12,1967-054,1968-Jan-15,1,1967,1410,Warren,836,80020,8,1,1,2,0,0,7,1,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0
1967-055-01,1967-055,1968-Jan-15,6,1967,1410,Warren,37,10050,1,2,1,9,0,0,6,3,3,0,1,,,,,,,,,,2,1,0,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,2,1,0,,,,,,,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,1,0,1,1,0,1
1967-056-01,1967-056,1968-Jan-15,2,1967,1410,Warren,260,30190,3,2,1,3,1,1,8,1,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,4,0,1,,,,,,,,,,,,,,,,1,0,1,,,,2,1,0,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,1,0,1,1,0,1
1967-057-01,1967-057,1968-Jan-15,2,1967,1410,Warren,679,30190,3,2,1,3,1,1,7,2,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,2,1,0,,,,,,,,,,,,,,,,1,0,1,,,,2,1,0,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,1,0,1,1,0,1
1967-058-01,1967-058,1968-Jan-16,1,1967,1410,Warren,40,90280,9,2,1,3,1,1,6,1,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,2,1,0,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,
1967-058-02,1967-058,1968-Jan-16,1,1967,1410,Warren,50,90280,9,2,1,3,1,1,6,1,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,2,1,0,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,
1967-058-03,1967-058,1968-Jan-16,1,1967,1410,Warren,51,90280,9,2,1,3,1,1,6,1,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,2,1,0,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,
1967-059-01,1967-059,1968-Jan-16,1,1967,1410,Warren,196,30060,3,2,1,3,1,1,8,0,3,0,1,,,,,,,,,,4,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,3,0,1,,,,4,0,1,,,,,,,,,,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1
1967-060-01,1967-060,1968-Jan-22,2,1967,1410,Warren,502 M,30150,3,1,1,9,0,0,8,0,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,1,1,7,,
1967-060-02,1967-060,1968-Jan-22,2,1967,1410,Warren,771 M,30150,3,1,1,9,0,0,8,0,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,1,1,7,,
1967-061-01,1967-061,1968-Jan-29,1,1967,1410,Warren,2,10090,1,2,2,3,1,1,7,1,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,2,1,0,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,,,,,,,,,,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,1,0,1
1967-062-01,1967-062,1968-Jan-29,1,1967,1410,Warren,12,10090,1,2,2,3,1,1,7,1,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,2,1,0,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,,,,,,,,,,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,1,0,1
1967-063-01,1967-063,1968-Jan-29,1,1967,1410,Warren,236,10090,1,2,2,3,1,1,8,1,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,2,1,0,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,1,0,1,1,0,1
1967-064-01,1967-064,1968-Jan-29,1,1967,1410,Warren,28,90110,9,2,1,5,1,1,9,0,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,1,0,1,1,0,1
1967-065-01,1967-065,1968-Jan-29,1,1967,1410,Warren,158,10270,1,2,1,3,1,1,8,1,1,0,1,,,,,,,,,,3,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,2,1,0,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,,,,,,,,,,1,0,1,1,0,1
1967-066-01,1967-066,1968-Jan-29,2,1967,1410,Warren,133,10050,1,2,1,5,1,1,7,1,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,2,1,0,,,,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1
1967-067-01,1967-067,1968-Jan-29,2,1967,1410,Warren,787,30010,3,2,4,4,1,1,9,0,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,4,0,1,,,,4,0,1,,,,,,,,,,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,1,0,1,4,0,1
1967-068-01,1967-068,1968-Mar-04,1,1967,1410,Warren,43,80010,8,2,1,4,1,1,7,2,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,2,1,0,,,,,,,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,1,0,1,3,0,1
1967-069-01,1967-069,1968-Mar-04,1,1967,1410,Warren,86,80020,8,2,1,4,1,1,5,2,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,2,1,0,,,,,,,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1
1967-070-01,1967-070,1968-Mar-05,1,1967,1410,Warren,305,80020,8,2,1,4,1,1,7,0,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,3,0,1,,,,,,,,,,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,
1967-071-01,1967-071,1968-Mar-05,1,1967,1410,Warren,107,10490,1,1,1,4,1,1,8,0,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1
1967-072-01,1967-072,1968-Mar-05,1,1967,1410,Warren,267,80140,8,2,1,4,1,1,8,0,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1
1967-073-01,1967-073,1968-Mar-05,6,1967,1410,Warren,92,10060,1,1,1,2,0,0,8,0,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,1,1
1967-074-01,1967-074,1968-Mar-06,1,1967,1410,Warren,257,90120,9,1,1,4,1,1,8,0,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,4,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1
1967-074-02,1967-074,1968-Mar-06,1,1967,1410,Warren,258,90120,9,1,1,4,1,1,8,0,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,4,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1
1967-075-01,1967-075,1968-Mar-06,1,1967,1410,Warren,178,70070,7,2,1,3,1,1,7,0,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
1967-075-02,1967-075,1968-Mar-06,1,1967,1410,Warren,179,70070,7,2,1,3,1,1,7,0,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
1967-076-01,1967-076,1968-Mar-06,1,1967,1410,Warren,69,80230,8,1,1,4,1,1,7,1,4,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,3,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,0,0
1967-077-01,1967-077,1968-Mar-11,1,1967,1410,Warren,324,80100,8,1,1,5,1,1,8,1,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,2,0,0,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,1,1,1,1,1
1967-078-01,1967-078,1968-Mar-11,6,1967,1410,Warren,75,20040,2,2,3,2,0,0,9,0,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,3,0,1,,,,3,0,1,,,,,,,,,,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,1,0,1,1,0,1
1967-079-01,1967-079,1968-Mar-11,2,1967,1410,Warren,786 M,10020,1,2,1,4,1,1,9,0,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,1,0,1,1,0,1
1967-080-01,1967-080,1968-Mar-11,2,1967,1410,Warren,934,30190,3,2,1,3,1,1,8,1,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,4,0,1,,,,,,,,,,,,,,,,1,0,1,,,,2,1,0,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,1,0,1,1,0,1
1967-081-01,1967-081,1968-Mar-18,1,1967,1410,Warren,27,80010,8,2,1,4,1,1,6,2,3,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,2,1,0,,,,,,,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1
1967-082-01,1967-082,1968-Mar-18,1,1967,1410,Warren,65,20150,2,2,1,4,1,1,8,0,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1
1967-083-01,1967-083,1968-Mar-18,1,1967,1410,Warren,55,10160,1,1,1,7,1,1,8,0,1,1,1,,,,,,,,,,3,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,3,1,1,,,,1,1,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1
1967-084-01,1967-084,1968-Mar-18,6,1967,1410,Warren,339,60010,6,2,1,2,1,1,8,0,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1
1967-085-01,1967-085,1968-Mar-18,5,1967,1410,Warren,237,10150,1,1,1,2,0,0,4,4,8,,,,,,,,,,,,8,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,8,,,,,,8,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,8,,
1967-086-01,1967-086,1968-Mar-25,1,1967,1410,Warren,38,80030,8,2,1,4,1,1,5,3,2,1,0,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,2,1,0,,,,,,,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1
1967-087-01,1967-087,1968-Mar-25,5,1967,1410,Warren,70,80070,8,2,1,2,0,0,4,4,8,,,,,,,,,,,,8,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,8,,,,,,8,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,8,,
1967-088-01,1967-088,1968-Mar-25,5,1967,1410,Warren,700,20040,2,1,1,2,0,0,4,4,8,,,,,,,,,,,,8,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,8,,,,,,8,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,8,,
1967-089-01,1967-089,1968-Apr-01,1,1967,1410,Warren,59,80050,8,2,1,3,1,1,8,0,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1
1967-090-01,1967-090,1968-Apr-01,1,1967,1410,Warren,219,20150,2,2,1,4,1,1,8,0,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,1,0,1,,,,1,0,1,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1
