id,Rehnquist,Stevens,OConnor,Scalia,Kennedy,Souter,Thomas,Ginsburg,Breyer
702,0,1,0,0,0,0,0,0,0
703,0,1,0,0,0,0,0,0,0
704,0,0,0,1,0,0,1,0,0
705,0,1,0,0,1,0,0,0,0
706,1,1,1,1,1,1,1,1,1
707,0,1,0,0,0,0,0,0,0
708,0,1,0,0,0,1,0,1,1
709,0,1,0,0,0,1,0,1,1
710,0,1,0,0,0,1,0,1,1
711,0,1,0,0,0,1,0,1,1
712,0,1,0,0,0,1,0,1,1
713,0,0,0,0,1,0,1,0,0
714,1,1,1,1,0,1,0,1,1
715,1,1,1,1,0,1,0,1,1
716,0,0,0,0,0,0,0,0,0
717,0,1,0,0,0,1,0,1,1
718,1,1,1,1,1,1,1,1,1
719,1,1,1,1,1,1,1,1,1
720,0,0,0,0,0,0,0,0,0
721,,,,,,,,,
722,0,1,0,0,0,0,0,0,0
723,1,1,1,0,1,1,0,1,1
724,0,0,1,0,0,0,1,0,0
725,0,1,0,0,0,1,0,1,1
726,0,1,0,0,0,1,0,1,1
727,1,1,1,1,1,1,1,1,1
728,0,1,0,0,0,1,0,1,1
729,0,0,0,0,0,0,0,0,0
730,0,0,0,0,0,0,0,0,0
731,0,1,0,0,0,1,0,1,1
732,0,1,0,0,0,1,0,1,1
733,0,1,0,0,0,1,0,1,1
734,0,1,0,0,0,1,0,1,1
735,1,1,1,0,0,1,0,1,1
736,1,1,1,1,1,1,1,1,1
737,0,0,0,0,0,0,0,0,0
738,0,0,0,0,0,0,0,0,0
739,0,0,0,0,0,0,0,0,0
740,0,1,0,0,0,1,0,1,0
741,0,1,0,0,0,0,0,1,0
742,0,1,0,0,0,0,0,1,0
743,0,0,0,0,0,0,0,0,0
744,1,1,1,1,1,1,1,1,1
745,0,1,0,1,1,0,1,0,0
746,0,0,0,0,0,0,0,0,0
747,0,0,0,0,0,1,0,1,0
748,0,0,0,0,0,1,0,1,0
749,0,0,0,0,0,1,0,1,0
750,1,1,1,1,1,1,1,1,1
751,1,1,1,1,1,1,1,1,1
752,0,1,0,0,0,1,0,1,1
753,1,1,1,1,1,1,1,1,1
754,1,1,1,1,1,1,1,1,1
755,0,0,0,0,0,0,0,0,0
756,0,1,0,0,0,1,0,1,0
757,1,1,1,1,1,1,1,1,1
758,0,1,0,0,0,1,0,1,0
759,1,,1,0,1,1,0,,1
760,,,,,,,,,
761,1,1,1,0,0,1,0,1,1
762,1,1,1,0,1,1,1,1,0
763,0,1,0,0,0,0,0,1,0
764,0,1,1,0,1,1,0,1,1
765,0,1,0,0,0,1,0,1,1
766,1,1,1,1,1,1,1,1,1
767,0,1,0,0,0,0,0,0,1
768,0,1,0,0,0,0,0,0,1
769,1,1,1,1,1,1,1,1,1
770,1,1,1,0,1,1,0,1,1
771,0,1,0,0,0,1,0,0,0
772,0,1,0,1,0,1,1,0,1
773,0,1,0,0,0,0,0,1,1
774,0,1,0,0,0,1,0,1,1
775,0,1,0,0,0,1,0,1,1
776,0,1,0,0,0,1,0,1,1
777,0,1,0,0,0,1,0,1,1
778,0,1,0,0,0,1,0,1,1
779,0,1,0,0,0,1,0,1,1
780,1,1,1,0,1,1,0,1,1
781,0,0,0,1,0,0,0,0,0
782,1,1,1,1,1,1,1,1,1
783,0,1,0,0,0,1,0,1,1
784,1,1,1,1,1,1,1,1,1
785,0,1,0,0,0,1,0,0,0
786,0,1,0,0,1,1,1,1,0
787,0,1,0,0,1,1,1,1,0
788,1,1,1,1,1,1,1,1,1
789,1,0,1,1,1,0,0,0,1
790,0,1,0,0,0,1,1,1,0
791,0,0,0,0,0,0,0,1,0
792,1,1,1,1,1,1,1,1,1
793,0,0,0,0,0,0,0,0,0
794,0,1,1,1,1,1,1,1,1
795,1,0,1,0,0,1,1,1,1
796,0,1,1,0,0,1,1,1,0
797,1,1,1,1,1,1,1,1,1
798,1,1,1,1,1,1,1,1,1
799,0,1,0,0,0,1,0,1,1
800,0,0,0,0,0,0,0,0,0
801,1,1,1,1,1,1,1,1,1
802,0,1,0,0,0,1,0,1,1
803,1,1,1,1,1,1,1,1,1
804,0,1,1,0,1,1,0,1,1
805,0,1,0,0,0,1,0,1,1
806,0,1,0,0,0,1,0,1,1
807,0,1,0,0,0,1,0,1,1
808,0,1,0,0,0,1,0,1,1
809,1,1,1,1,1,1,1,1,1
810,0,1,0,1,1,1,0,1,1
811,1,1,1,0,1,1,0,1,1
812,1,1,1,0,1,1,0,1,1
813,0,1,0,1,0,1,1,1,0
814,1,0,1,1,1,1,1,0,1
815,0,1,0,0,0,,0,0,0
816,0,1,0,0,0,0,0,0,0
817,0,1,0,0,0,1,0,1,1
818,1,1,1,0,0,1,0,1,1
819,0,1,0,0,0,1,0,1,0
820,0,1,1,0,0,1,0,1,1
821,1,1,1,1,1,1,1,1,1
822,0,1,1,0,1,1,0,1,1
823,0,1,0,0,0,0,0,0,
824,0,0,0,0,0,0,0,0,
825,0,0,0,0,0,0,0,0,
826,1,1,1,1,1,1,1,1,1
827,1,1,1,1,1,1,1,1,1
828,0,0,0,0,0,0,0,0,0
829,0,0,0,0,0,0,0,0,0
830,0,0,0,0,0,0,0,0,0
831,0,1,1,0,1,1,0,1,1
832,1,1,1,1,1,1,1,1,1
833,0,0,0,0,0,0,0,0,0
834,1,1,1,1,1,1,1,1,1
835,0,1,0,0,0,1,0,1,1
836,0,1,0,0,0,1,0,1,1
837,0,1,0,0,0,1,0,1,1
838,0,1,0,0,0,1,0,1,1
839,1,0,1,1,1,0,1,0,0
840,,0,,0,0,0,,0,0
841,0,1,0,0,0,1,0,1,1
842,1,1,1,1,1,1,1,1,1
843,0,0,0,0,0,0,0,0,1
844,1,1,1,1,1,1,1,1,1
845,1,1,0,0,1,0,0,0,0
846,0,1,0,0,0,0,0,0,0
847,0,1,0,0,0,0,0,0,0
848,0,0,0,0,0,0,0,0,0
849,0,0,0,0,0,0,0,0,0
850,0,1,0,0,0,0,0,0,0
851,0,0,0,0,0,0,,0,0
852,0,1,0,0,0,0,0,0,0
853,0,1,0,0,0,0,0,0,0
854,0,1,1,0,0,1,0,1,1
855,1,1,1,1,1,1,1,1,1
856,0,1,0,0,0,0,0,0,0
857,1,1,1,1,1,1,1,1,1
858,0,1,0,0,0,1,0,1,1
859,0,1,0,0,0,1,0,1,1
860,0,1,0,0,0,1,0,1,1
861,1,1,1,1,1,1,1,1,1
862,1,1,1,1,1,1,1,1,1
863,1,1,1,1,1,1,1,1,1
864,1,1,1,1,1,1,1,1,1
865,1,1,1,1,1,1,1,1,1
866,1,1,1,1,1,1,1,1,1
867,1,1,1,1,1,1,1,1,1
868,1,1,1,1,1,1,1,1,1
869,1,1,1,1,1,1,1,1,1
870,1,1,1,1,1,1,1,1,1
871,1,1,1,1,1,1,1,1,1
872,0,1,0,0,1,1,0,1,1
873,0,1,0,0,1,1,0,1,1
874,0,1,0,0,1,1,0,1,1
875,0,1,0,0,1,1,0,1,1
876,0,0,0,0,0,0,0,0,0
877,0,1,0,0,0,0,0,0,0
878,1,1,1,1,1,1,1,1,1
879,1,1,1,1,1,1,1,1,1
880,1,1,1,0,1,1,0,1,1
881,0,0,0,0,0,0,0,0,0
882,0,1,1,0,1,1,0,1,1
883,0,1,0,0,0,1,0,1,1
884,1,0,1,1,1,1,1,1,0
885,0,1,0,0,0,1,0,1,1
886,0,1,0,0,0,1,0,0,1
887,0,0,0,0,0,0,0,0,0
888,1,1,1,1,1,1,1,1,1
889,0,0,0,0,0,0,0,0,0
890,0,1,1,0,0,1,0,1,1
891,0,1,1,0,0,1,0,1,1
892,0,0,0,0,0,0,0,0,0
893,0,1,0,0,0,1,0,1,1
894,0,1,1,0,0,0,0,1,1
895,0,1,0,0,0,1,0,1,1
896,0,1,0,0,0,1,0,1,1
897,0,0,0,0,0,0,0,0,0
898,0,0,0,0,0,0,0,1,0
899,0,1,0,1,0,0,1,0,1
900,0,0,0,0,0,0,0,0,
901,0,1,0,0,0,0,0,0,0
902,0,0,0,0,0,0,0,0,0
903,0,1,1,0,1,1,0,1,1
904,0,1,1,0,1,1,0,1,1
905,1,,,0,1,1,0,1,1
906,1,,,0,1,1,0,1,1
907,1,,,0,1,1,0,1,1
908,1,1,1,1,1,1,1,1,1
909,0,1,0,0,0,1,0,1,1
910,0,1,0,0,0,1,0,1,1
911,0,1,0,0,0,1,0,1,1
912,0,0,0,0,0,0,0,0,0
913,1,1,1,0,1,1,0,1,1
914,0,1,0,0,0,1,0,1,1
915,0,0,0,0,0,0,0,0,0
916,,,,,,,,,
917,1,1,1,1,1,1,1,1,1
918,1,1,1,1,1,1,1,1,1
919,0,0,0,0,0,0,,0,0
920,,1,1,,1,1,,1,1
921,1,1,1,1,1,1,1,1,1
922,0,1,1,0,1,1,0,1,1
923,1,1,1,1,1,1,1,1,1
924,0,1,0,0,0,0,0,0,0
925,1,1,,1,1,1,1,1,1
926,,,,,,,,,
927,,,,,,,,,
928,0,0,0,1,0,1,1,1,1
929,0,0,1,0,0,1,0,1,1
930,0,0,1,0,0,1,0,1,1
931,0,1,0,0,0,1,0,1,0
932,0,1,0,0,0,1,0,1,0
933,1,1,1,1,1,1,1,1,1
934,0,0,0,0,0,0,0,0,0
935,0,0,0,0,0,0,0,1,1
936,0,0,0,0,0,0,0,0,0
937,1,1,1,0,1,1,1,1,1
938,0,1,1,0,0,1,0,1,1
939,0,1,0,0,1,1,0,1,1
940,0,1,0,0,1,1,0,1,1
941,0,1,0,0,1,1,0,1,1
942,0,1,0,0,1,1,0,1,1
943,0,0,0,0,0,0,0,0,0
944,1,1,0,1,1,1,1,0,0
945,1,1,0,1,1,1,1,0,0
946,0,1,1,0,0,1,0,1,1
947,0,1,1,0,0,1,0,1,1
948,1,0,1,1,1,1,1,1,0
949,1,0,1,1,1,0,1,0,0
950,1,0,1,1,1,0,1,0,0
951,1,0,1,1,1,0,1,0,0
952,1,0,1,1,1,0,1,0,0
953,0,1,0,0,0,1,0,1,1
954,0,1,0,0,0,1,0,1,1
955,0,1,1,0,0,1,0,1,1
956,0,1,1,0,0,1,0,1,1
957,0,1,1,0,1,1,0,1,1
958,0,1,0,0,0,0,0,0,0
959,0,1,0,0,0,0,0,0,0
960,0,1,1,0,0,1,0,0,1
961,0,0,0,0,0,0,0,0,0
962,0,0,0,0,0,0,0,0,0
963,,,,,,,,,
964,0,1,0,0,0,0,0,0,0
965,0,1,0,0,0,1,0,1,1
966,0,0,1,0,0,1,0,0,0
967,0,0,1,0,0,1,0,0,0
968,0,0,0,0,0,0,0,0,0
969,0,0,0,0,0,0,0,0,0
970,0,1,,0,0,0,0,0,1
971,0,1,0,0,0,0,0,0,0
972,0,0,0,0,0,0,0,0,0
973,0,1,0,0,0,1,0,1,1
974,0,0,0,0,0,0,0,0,0
975,0,1,0,0,0,1,0,1,1
976,1,1,1,,1,1,1,1,1
977,0,1,1,0,0,1,0,1,1
978,0,1,0,0,0,0,0,0,0
979,0,0,0,0,0,0,0,0,0
980,0,1,1,0,1,1,0,1,1
981,0,0,0,0,0,0,0,0,0
982,0,0,0,0,0,1,1,0,0
983,0,0,0,0,0,1,1,0,0
984,1,1,1,0,0,1,0,1,1
985,1,1,1,0,1,1,0,1,1
986,0,0,0,0,0,0,0,0,0
987,0,1,1,0,0,0,0,0,1
988,0,1,1,1,0,0,0,0,0
989,0,1,0,0,0,0,0,0,0
990,1,1,1,1,1,1,1,1,1
991,0,0,0,0,0,0,0,0,0
992,0,1,0,0,0,1,0,0,1
993,0,0,0,1,1,0,1,0,0
994,0,0,0,1,1,0,1,0,0
995,1,1,1,1,1,1,1,1,1
996,0,1,0,0,0,0,0,0,0
997,0,1,0,0,0,0,0,0,0
998,0,0,0,,,0,0,0,
999,1,1,0,1,1,0,1,0,0
1000,1,1,1,1,1,1,1,1,1
1001,0,0,0,0,0,0,0,0,
1002,0,0,0,0,0,0,0,0,
1003,0,1,0,0,0,1,0,1,1
1004,0,1,0,0,0,1,0,1,1
1005,0,0,0,0,0,0,0,0,0
1006,0,0,0,0,0,0,0,0,0
1007,0,0,0,0,0,0,0,0,0
1008,0,0,0,0,0,0,0,0,0
1009,0,1,0,0,1,1,1,1,1
1010,0,1,0,0,1,1,1,1,1
1011,1,0,1,0,1,1,0,1,1
1012,0,1,1,0,1,1,0,1,1
1013,0,0,1,1,1,1,1,0,0
1014,0,0,1,1,1,1,1,0,0
1015,0,0,0,0,0,1,0,1,0
1016,1,1,1,0,1,1,0,1,1
1017,0,1,0,0,0,1,0,1,1
1018,1,1,1,0,1,1,1,1,0
1019,1,1,1,1,1,1,1,1,0
1020,1,1,1,0,1,1,1,1,0
1021,1,1,1,1,1,1,1,1,0
1022,1,1,1,1,1,1,1,1,0
1023,0,1,0,0,0,0,0,0,0
1024,1,1,1,1,1,1,1,1,1
1025,0,1,1,0,1,1,0,1,1
1026,0,1,1,0,1,1,0,1,1
1027,0,0,0,0,0,0,0,0,0
1028,1,1,,1,1,1,1,1,1
1029,1,1,,1,1,1,1,1,1
1030,1,1,,1,1,1,1,1,1
1031,1,1,,1,1,1,1,1,1
1032,0,1,1,0,0,1,0,1,1
1033,0,1,0,0,0,0,0,0,0
1034,0,0,0,0,0,0,0,0,0
1035,0,1,0,0,0,1,0,1,1
1036,1,1,1,0,1,1,1,1,1
1037,1,1,1,1,1,1,1,1,1
1038,0,0,0,0,0,0,0,0,0
1039,1,1,1,0,0,1,0,1,1
1040,0,1,0,0,0,1,0,1,1
1041,0,0,0,0,0,0,0,0,0
1042,1,1,1,1,1,1,1,1,1
1043,0,1,0,0,0,1,1,1,1
1044,1,1,1,1,1,1,1,1,1
1045,1,1,1,1,1,1,1,1,1
1046,1,1,,1,,1,1,1,1
1047,0,1,1,1,1,1,1,1,1
1048,0,0,0,0,0,0,0,0,0
1049,0,0,0,0,0,0,0,0,0
1050,0,1,0,0,0,1,0,1,0
1051,0,1,1,0,0,1,0,1,1
1052,1,1,1,0,1,0,0,1,1
1053,0,0,0,0,0,0,0,0,0
1054,0,1,0,0,0,0,0,1,0
1055,0,1,1,0,1,1,0,1,1
1056,1,0,0,1,1,0,1,0,0
1057,0,0,0,0,0,0,0,0,0
1058,0,0,1,1,0,0,0,0,0
1059,1,1,0,0,0,1,0,1,1
1060,1,1,0,0,0,1,0,1,1
1061,1,1,1,0,1,1,1,1,1
1062,0,0,0,0,0,0,0,0,0
1063,0,0,0,0,0,0,0,0,0
1064,0,1,0,0,0,1,1,1,0
1065,0,1,0,0,0,1,1,1,0
1066,0,1,0,0,0,1,1,1,0
1067,0,1,0,1,1,1,1,1,1
1068,0,0,0,0,0,0,0,0,0
1069,0,0,0,0,0,0,0,0,0
1070,1,1,1,1,1,1,1,1,1
1071,0,1,0,0,0,1,0,1,1
1072,0,1,0,0,0,1,0,1,1
1073,0,1,0,0,0,1,0,1,1
1074,0,1,1,0,1,1,0,1,1
1075,0,1,1,0,1,1,0,1,1
1076,1,0,1,1,1,0,1,0,0
1077,0,1,1,0,0,1,0,1,0
1078,0,0,0,0,0,0,0,0,0
1079,0,0,0,0,0,0,0,0,0
1080,0,1,0,0,0,0,0,1,1
1081,0,0,0,0,0,0,0,0,0
1082,0,1,0,0,0,0,0,0,0
1083,0,0,0,0,0,0,0,0,0
1084,0,0,0,0,0,0,0,0,0
1085,0,0,0,0,0,0,0,0,0
1086,0,0,0,0,0,0,0,0,0
1087,0,,0,0,0,0,0,0,
1088,0,0,0,0,0,0,0,0,0
1089,0,1,0,0,0,0,0,1,1
1090,0,0,0,0,0,0,0,0,0
1091,0,0,0,0,0,0,0,0,0
1092,0,0,0,0,0,0,0,0,0
1093,0,1,0,0,0,0,0,0,0
1094,0,0,0,0,0,0,0,0,0
1095,0,0,0,0,0,0,0,0,0
1096,0,0,,0,0,0,0,0,0
1097,0,1,0,0,0,0,0,0,0
1098,,,,,,,,,
1099,0,0,0,0,0,0,,,0
1100,0,1,0,0,0,1,0,1,1
1101,0,0,0,0,0,0,0,0,0
1102,0,0,0,0,0,0,0,0,0
1103,0,0,0,0,0,0,0,0,0
1104,1,1,0,0,1,1,0,1,1
1105,1,1,0,0,1,1,0,1,1
1106,0,1,0,0,0,0,0,0,1
1107,0,1,0,0,0,0,0,0,1
1108,0,1,0,0,0,0,0,0,1
1109,0,1,0,0,0,0,0,0,0
1110,0,0,0,0,0,0,0,0,0
1111,1,1,1,1,1,1,1,1,0
1112,1,1,1,1,1,1,1,1,0
1113,0,1,1,0,0,1,0,1,1
1114,1,1,1,1,1,1,0,1,1
1115,0,0,0,0,0,0,0,0,0
1116,0,1,0,0,0,0,0,0,0
1117,0,1,0,0,0,0,0,0,0
1118,1,1,1,1,1,1,1,1,1
1119,1,1,1,0,1,1,0,1,1
1120,1,1,1,0,1,1,0,1,1
1121,0,1,1,0,0,1,0,1,1
1122,0,1,1,0,0,1,0,1,1
1123,0,1,1,0,0,1,0,0,0
1124,0,1,1,0,0,1,0,0,0
1125,1,1,1,1,1,1,1,1,1
1126,0,0,0,0,0,0,0,0,0
1127,0,1,0,0,0,1,0,1,1
1128,0,1,0,0,0,1,0,1,1
1129,0,1,0,0,0,0,0,1,1
1130,1,1,1,1,1,1,1,1,1
1131,0,1,0,1,0,1,1,1,0
1132,0,0,0,0,0,0,0,0,0
1133,0,0,0,0,0,0,0,0,0
1134,0,0,0,0,0,1,0,1,1
1135,0,1,1,0,0,1,0,1,1
1136,1,1,0,1,1,1,0,1,1
1137,1,1,0,1,1,1,0,1,1
1138,1,1,0,1,1,1,0,1,1
1139,1,1,0,1,1,1,0,1,1
1140,0,1,0,0,0,0,1,0,0
1141,0,0,0,0,0,0,0,0,0
1142,1,1,1,0,1,1,0,1,1
1143,0,0,0,0,0,0,,0,0
1144,0,0,0,1,0,0,1,1,0
1145,0,0,0,0,0,0,0,1,1
1146,1,1,1,1,1,1,1,1,1
1147,1,1,1,1,1,1,1,1,1
1148,0,0,0,0,0,0,0,0,0
1149,0,0,0,0,0,0,0,0,0
1150,,,,,,,,,
1151,1,1,1,1,1,1,1,1,1
1152,0,1,0,0,0,1,0,1,1
1153,0,1,0,0,0,1,0,1,1
1154,1,0,1,0,0,1,0,1,1
1155,0,0,0,0,0,0,0,0,0
1156,1,1,1,1,1,1,1,1,1
1157,0,0,0,0,0,0,0,0,0
1158,0,1,0,1,0,1,1,1,1
1159,1,0,1,0,1,0,0,0,0
1160,1,1,1,1,1,1,1,1,1
1161,1,1,1,1,1,1,1,1,1
1162,0,0,0,0,0,0,0,0,0
1163,0,0,0,0,0,0,0,0,0
1164,,,,,,,,,
1165,1,1,1,0,0,1,0,1,1
1166,1,1,1,0,0,1,0,1,1
1167,1,1,1,0,0,1,0,1,1
1168,0,1,0,0,1,0,0,1,0
1169,0,1,,0,1,1,0,1,1
1170,0,0,1,0,0,0,0,0,1
1171,0,0,0,0,0,0,0,0,0
1172,0,1,1,1,0,1,0,1,1
1173,1,1,1,0,1,1,0,1,1
1174,1,1,1,1,1,1,1,1,
1175,1,1,1,1,1,1,1,1,1
1176,0,0,0,0,0,0,0,0,0
1177,1,1,1,1,1,1,0,1,1
1178,1,1,1,1,1,1,0,1,1
1179,1,1,1,1,1,1,1,1,1
1180,1,1,1,1,1,1,1,1,1
1181,0,1,1,0,1,1,1,0,0
1182,0,1,1,0,1,1,1,0,0
1183,1,1,1,1,1,1,1,1,1
1184,1,1,1,1,1,1,1,1,1
1185,0,,0,0,0,0,0,0,0
1186,,,,,,,,,
1187,0,0,0,0,0,0,0,0,0
1188,0,0,0,0,0,0,0,0,0
1189,0,0,0,0,0,0,0,0,0
1190,0,0,0,1,0,0,1,0,0
1191,0,0,0,1,0,0,1,0,0
1192,1,1,0,0,1,1,0,1,1
1193,1,1,0,0,1,1,0,1,1
1194,0,1,0,0,0,1,0,1,0
1195,0,1,0,0,0,1,0,1,0
1196,0,1,0,0,0,1,0,1,0
1197,0,1,0,0,0,1,0,1,0
1198,0,1,0,0,0,1,0,1,0
1199,0,1,0,0,0,1,0,1,0
1200,0,1,1,0,0,1,0,1,1
1201,0,1,1,0,0,1,0,1,1
1202,0,1,1,0,0,1,0,1,1
1203,1,0,1,0,1,1,0,0,1
1204,1,0,1,0,1,0,1,0,0
1205,0,1,0,0,0,1,0,1,1
1206,1,1,1,0,1,1,0,1,1
1207,0,1,1,0,1,1,0,1,1
1208,0,1,1,0,0,1,0,1,1
1209,0,0,1,0,1,0,0,0,1
1210,0,0,0,0,0,0,0,0,0
1211,0,1,0,0,0,0,0,0,0
1212,0,0,0,0,0,0,0,0,0
1213,0,0,0,0,0,0,0,0,0
1214,0,0,0,0,0,0,0,0,0
1215,0,0,0,0,0,0,0,0,0
1216,0,0,0,0,0,0,0,0,0
1217,0,0,0,0,0,,0,0,
1218,0,1,1,0,1,1,1,1,1
1219,0,,0,0,0,0,0,0,
1220,0,1,1,0,0,1,0,1,1
1221,0,1,1,0,0,1,0,1,1
1222,0,1,1,0,0,1,0,1,1
1223,0,1,1,0,0,1,0,1,1
1224,0,1,1,0,0,1,0,1,1
1225,0,0,0,0,0,0,0,0,0
1226,0,1,1,0,0,1,0,1,1
1227,0,1,1,0,0,1,0,1,1
1228,0,1,1,0,0,1,0,1,1
1229,0,1,1,0,0,1,0,1,1
1230,0,1,1,0,0,1,0,1,1
1231,0,0,0,0,0,0,0,0,0
1232,0,1,1,0,0,1,0,1,1
1233,0,1,1,0,0,1,0,1,1
1234,0,1,1,0,0,1,0,1,1
1235,0,1,1,0,0,1,0,1,1
1236,0,1,1,0,0,1,0,1,1
1237,0,0,0,0,0,0,0,0,0
1238,0,1,1,0,0,1,0,1,1
1239,0,1,1,0,0,1,0,1,1
1240,0,1,1,0,0,1,0,1,1
1241,0,1,1,0,0,1,0,1,1
1242,0,1,1,0,0,1,0,1,1
1243,0,0,0,0,0,0,0,0,0
1244,0,1,1,0,0,1,0,1,1
1245,0,1,1,0,0,1,0,1,1
1246,0,1,1,0,0,1,0,1,1
1247,0,1,1,0,0,1,0,1,1
1248,0,1,1,0,0,1,0,1,1
1249,0,0,0,0,0,0,0,0,0
1250,0,1,1,0,0,1,0,1,1
1251,0,1,1,0,0,1,0,1,1
1252,0,1,1,0,0,1,0,1,1
1253,0,1,1,0,0,1,0,1,1
1254,0,1,1,0,0,1,0,1,1
1255,0,0,0,0,0,0,0,0,0
1256,0,1,1,0,0,1,0,1,1
1257,0,1,1,0,0,1,0,1,1
1258,0,1,1,0,0,1,0,1,1
1259,0,1,1,0,0,1,0,1,1
1260,0,1,1,0,0,1,0,1,1
1261,0,0,0,0,0,0,0,0,0
1262,0,1,1,0,0,1,0,1,1
1263,0,1,1,0,0,1,0,1,1
1264,0,1,1,0,0,1,0,1,1
1265,0,1,1,0,0,1,0,1,1
1266,0,1,1,0,0,1,0,1,1
1267,0,0,0,0,0,0,0,0,0
1268,0,1,1,0,0,1,0,1,1
1269,0,1,1,0,0,1,0,1,1
1270,0,1,1,0,0,1,0,1,1
1271,0,1,1,0,0,1,0,1,1
1272,0,1,1,0,0,1,0,1,1
1273,0,0,0,0,0,0,0,0,0
1274,0,1,1,0,0,1,0,1,1
1275,0,1,1,0,0,1,0,1,1
1276,0,1,1,0,0,1,0,1,1
1277,0,1,1,0,0,1,0,1,1
1278,0,1,1,0,0,1,0,1,1
1279,0,0,0,0,0,0,0,0,0
1280,0,1,1,0,0,1,0,1,1
1281,0,1,1,0,0,1,0,1,1
1282,0,1,1,0,0,1,0,1,1
1283,0,1,1,0,0,1,0,1,1
1284,0,1,1,0,0,1,0,1,1
1285,0,0,0,0,0,0,0,0,0
1286,0,1,1,0,0,1,0,1,1
1287,0,1,1,0,0,1,0,1,1
1288,0,1,1,0,0,1,0,1,1
1289,0,1,1,0,0,1,0,1,1
1290,0,1,1,0,0,1,0,1,1
1291,0,0,0,0,0,0,0,0,0
1292,1,1,1,0,1,1,0,1,1
1293,1,1,1,0,1,1,0,1,1
1294,1,1,1,0,1,1,0,1,1
1295,1,1,1,0,1,1,0,1,1
1296,1,1,1,0,1,1,0,1,1
1297,1,1,1,0,1,1,0,1,1
1298,1,1,1,0,1,1,0,1,1
1299,1,1,1,0,1,1,0,1,1
1300,1,1,1,0,1,1,0,1,1
1301,1,1,1,0,1,1,0,1,1
1302,1,1,1,0,1,1,0,1,1
1303,1,1,1,0,1,1,0,1,1
1304,0,0,0,0,0,0,0,0,0
1305,1,1,1,1,1,1,1,1,1
1306,0,1,0,0,0,1,0,1,1
1307,1,1,1,1,1,1,1,1,1
1308,0,0,0,0,0,0,0,0,0
1309,0,1,0,0,0,1,0,1,0
1310,1,1,1,1,1,1,1,1,1
1311,0,0,0,0,0,0,0,0,0
1312,0,1,1,0,0,1,0,1,1
1313,0,1,1,0,0,1,0,1,1
1314,1,1,1,1,1,1,1,1,1
1315,0,0,0,0,0,0,0,0,0
1316,0,0,0,0,0,0,0,0,0
1317,0,1,1,0,0,1,0,1,1
1318,1,1,1,0,0,1,0,1,1
1319,0,1,0,0,0,0,0,1,1
1320,1,1,0,0,1,1,1,1,
1321,1,1,1,0,1,1,0,1,1
1322,1,1,1,0,1,1,0,1,1
1323,0,0,0,0,0,0,0,0,0
1324,0,0,0,0,0,0,0,0,0
1325,1,1,1,1,1,1,1,1,1
1326,0,1,0,0,0,0,0,0,0
1327,1,1,1,1,1,1,1,1,1
1328,0,0,0,0,0,0,0,0,0
1329,0,0,0,0,0,0,0,0,0
1330,1,1,1,1,1,1,1,1,1
1331,0,1,0,0,0,0,0,0,0
1332,0,1,0,0,0,0,0,0,0
1333,0,1,0,0,0,0,0,0,0
1334,0,0,0,0,0,0,0,0,0
1335,1,1,1,1,1,1,1,1,1
1336,0,1,0,0,0,1,0,1,0
1337,0,0,0,1,0,1,0,0,0
1338,0,0,0,,0,,0,0,0
1339,0,0,0,0,0,0,0,0,0
1340,0,0,0,0,0,1,0,0,0
1341,0,1,0,0,0,1,0,1,1
1342,0,1,0,0,0,1,0,1,1
1343,0,1,1,0,1,1,1,1,1
1344,1,1,1,1,1,1,1,1,1
1345,1,1,1,1,1,1,1,1,1
1346,0,1,0,0,1,1,0,0,0
1347,1,1,1,0,1,1,0,1,1
1348,0,0,0,0,0,0,0,0,0
1349,0,0,0,0,0,0,0,0,0
1350,1,1,1,0,1,1,0,1,1
1351,0,1,0,0,0,1,1,1,1
1352,0,1,1,0,0,1,0,1,1
1353,0,1,1,0,0,1,0,1,1
1354,0,1,1,0,0,1,0,1,1
1355,0,1,1,0,0,1,0,1,1
1356,0,1,0,0,0,1,0,1,1
1357,1,1,1,1,1,1,1,1,1
1358,1,1,1,1,1,1,1,1,1
1359,0,1,0,0,0,1,0,0,0
1360,1,1,1,1,1,1,1,1,1
1361,0,1,0,0,0,1,0,1,1
1362,0,1,1,1,0,1,0,1,1
1363,1,1,1,1,1,1,1,1,1
1364,0,0,0,0,0,0,0,0,0
1365,0,0,0,0,0,0,0,0,0
1366,0,0,0,0,0,0,0,0,0
1367,0,0,0,,0,0,0,0,0
1368,0,0,0,0,0,0,0,0,0
1369,0,0,0,0,0,0,0,0,0
1370,0,0,0,0,0,0,0,0,0
1371,0,1,1,0,0,1,0,1,1
1372,1,1,1,1,1,1,0,1,1
1373,0,0,,0,0,0,0,0,0
1374,0,1,1,0,1,1,0,1,1
1375,0,1,0,0,0,1,0,1,1
1376,0,1,0,0,0,1,0,1,1
1377,1,1,1,1,1,1,1,1,1
1378,1,1,1,1,1,1,1,1,1
1379,0,0,0,0,0,0,0,1,1
1380,1,1,1,1,1,1,1,1,0
1381,0,1,1,0,1,1,0,1,1
1382,0,1,0,1,0,1,1,1,0
1383,0,1,0,0,0,1,0,1,1
1384,0,0,0,0,0,1,0,1,0
1385,0,1,0,0,0,1,0,1,1
1386,1,0,1,1,1,0,1,0,0
